geo,country_name,sector_code,sector_label,year,value
SK,Slovakia,H,Transport & storage,2018,2.14
SK,Slovakia,H,Transport & storage,2020,3.02
SK,Slovakia,H,Transport & storage,2022,1.03
SK,Slovakia,I,Accommodation & food,2018,1.94
SK,Slovakia,I,Accommodation & food,2020,0.29
SK,Slovakia,I,Accommodation & food,2022,2.9
SK,Slovakia,ICT,ICT sector,2018,2.29
SK,Slovakia,ICT,ICT sector,2020,7.26
SK,Slovakia,ICT,ICT sector,2022,3.18
TR,Turkey,C,Manufacturing,2020,9.78
TR,Turkey,C,Manufacturing,2022,9.31
TR,Turkey,G,Wholesale & retail,2020,4.38
TR,Turkey,G,Wholesale & retail,2022,4.28
TR,Turkey,J,Information & communication,2020,1.23
TR,Turkey,J,Information & communication,2022,4.51
TR,Turkey,F,Construction,2020,2.97
TR,Turkey,F,Construction,2022,2.25
TR,Turkey,N,Administrative services,2020,2.9
TR,Turkey,N,Administrative services,2022,2.77
TR,Turkey,H,Transport & storage,2020,1.84
TR,Turkey,H,Transport & storage,2022,3.94
TR,Turkey,I,Accommodation & food,2020,2.42
TR,Turkey,I,Accommodation & food,2022,3.8
TR,Turkey,ICT,ICT sector,2020,2.47
TR,Turkey,ICT,ICT sector,2022,5.98
UK,United Kingdom,C,Manufacturing,2020,7.47
UK,United Kingdom,G,Wholesale & retail,2020,2.61
UK,United Kingdom,J,Information & communication,2020,1.72
UK,United Kingdom,F,Construction,2020,0.76
UK,United Kingdom,N,Administrative services,2020,1.25
UK,United Kingdom,H,Transport & storage,2020,0.19
UK,United Kingdom,I,Accommodation & food,2020,0.3
UK,United Kingdom,ICT,ICT sector,2020,2.33
