DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,DE,2018,2.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,DE,2020,3.69,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,ES,2018,1.18,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,ES,2020,2.34,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,PT,2018,1.59,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,PT,2020,2.67,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,UK,2018,2.16,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT,UK,2020,0.95,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT_CUSE,DE,2018,3.14,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT_CUSE,ES,2018,1.53,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT_CUSE,PT,2018,1.80,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D,PC_ENT_CUSE,UK,2018,2.55,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OTH,PC_ENT,DE,2020,2.38,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OTH,PC_ENT,ES,2020,2.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OTH,PC_ENT,PT,2020,1.85,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OTH,PC_ENT,UK,2020,0.32,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OWN,PC_ENT,DE,2020,1.58,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OWN,PC_ENT,ES,2020,0.57,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OWN,PC_ENT,PT,2020,0.82,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D1_OWN,PC_ENT,UK,2020,0.79,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,ES,2018,0.94,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,ES,2020,0.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,PT,2018,1.59,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,PT,2020,2.67,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,UK,2018,0.11,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT,UK,2020,0.16,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_CUSE,ES,2018,1.21,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_CUSE,PT,2018,1.80,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_CUSE,UK,2018,0.13,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,ES,2018,79.59,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,ES,2020,42.41,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,PT,2018,100.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,PT,2020,100.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,UK,2018,5.10,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_ANY,PC_ENT_P3D,UK,2020,16.56,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,ES,2018,0.24,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,ES,2020,1.35,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,PT,2018,0,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,PT,2020,0,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,UK,2018,2.05,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT,UK,2020,0.79,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_CUSE,ES,2018,0.31,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_CUSE,PT,2018,0,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_CUSE,UK,2018,2.42,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,ES,2018,20.41,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,ES,2020,57.59,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,PT,2018,0,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,PT,2020,0,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,UK,2018,94.90,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_NONE,PC_ENT_P3D,UK,2020,83.44,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT,DE,2018,2.27,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT,ES,2018,0.65,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT,PT,2018,1.03,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT,UK,2018,1.98,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT_CUSE,DE,2018,2.39,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT_CUSE,ES,2018,0.84,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT_CUSE,PT,2018,1.17,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OTH,PC_ENT_CUSE,UK,2018,2.34,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT,DE,2018,0.84,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT,ES,2018,0.70,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT,PT,2018,0.69,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT,UK,2018,0.29,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT_CUSE,DE,2018,0.88,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT_CUSE,ES,2018,0.90,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT_CUSE,PT,2018,0.78,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_OWN,PC_ENT_CUSE,UK,2018,0.34,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,ES,2018,0.27,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,ES,2020,0.56,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,PT,2018,0.66,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,PT,2020,1.23,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,UK,2018,0.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT,UK,2020,0.14,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_CUSE,ES,2018,0.35,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_CUSE,PT,2018,0.75,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_CUSE,UK,2018,0.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,ES,2018,23.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,ES,2020,23.80,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,PT,2018,41.60,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,PT,2020,46.12,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,UK,2018,0.28,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGPP,PC_ENT_P3D,UK,2020,14.80,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,ES,2018,0.21,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,ES,2020,0.34,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,PT,2018,0.35,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,PT,2020,0.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,UK,2018,0.04,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT,UK,2020,0.13,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_CUSE,ES,2018,0.27,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_CUSE,PT,2018,0.39,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_CUSE,UK,2018,0.04,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,ES,2018,17.62,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,ES,2020,14.34,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,PT,2018,21.82,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,PT,2020,37.21,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,UK,2018,1.70,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PGS,PC_ENT_P3D,UK,2020,13.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,ES,2018,0.64,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,ES,2020,0.68,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,PT,2018,0.89,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,PT,2020,1.66,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,UK,2018,0.11,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT,UK,2020,0.16,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_CUSE,ES,2018,0.82,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_CUSE,PT,2018,1.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_CUSE,UK,2018,0.13,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,ES,2018,53.97,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,ES,2020,28.95,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,PT,2018,55.73,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,PT,2020,62.03,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,UK,2018,5.10,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMI,PC_ENT_P3D,UK,2020,16.56,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,ES,2018,0.59,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,ES,2020,0.49,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,PT,2018,0.57,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,PT,2020,1.08,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,UK,2018,0.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT,UK,2020,0.13,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_CUSE,ES,2018,0.77,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_CUSE,PT,2018,0.64,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_CUSE,UK,2018,0.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,ES,2018,50.20,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,ES,2020,21.10,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,PT,2018,35.75,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,PT,2020,40.38,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,UK,2018,0.28,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_P3D_PPMS,PC_ENT_P3D,UK,2020,13.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,ES,2018,1.86,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,ES,2020,2.03,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,ES,2022,1.52,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,PT,2018,1.24,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,PT,2020,2.54,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,PT,2022,1.60,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT,UK,2020,0.31,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT_CUSE,ES,2018,2.40,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBT,PC_ENT_CUSE,PT,2018,1.41,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,ES,2018,1.24,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,ES,2020,1.11,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,ES,2022,0.82,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,PT,2018,0.89,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,PT,2020,1.09,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,PT,2022,0.88,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT,UK,2020,0.31,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT_CUSE,ES,2018,1.61,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTI,PC_ENT_CUSE,PT,2018,1.01,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,ES,2018,0.72,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,ES,2020,1.23,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,ES,2022,0.97,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,PT,2018,0.55,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,PT,2020,1.60,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,PT,2022,0.99,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT,UK,2020,0.04,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT_CUSE,ES,2018,0.92,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS,PC_ENT_CUSE,PT,2018,0.62,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT,ES,2020,1.03,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT,PT,2018,0.55,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT,PT,2020,1.53,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT,UK,2020,0.04,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT_CUSE,PT,2018,0.62,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT_RBTS,ES,2020,83.72,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT_RBTS,PT,2018,100.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT_RBTS,PT,2020,96.05,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_ANY,PC_ENT_RBTS,UK,2020,100.00,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT,ES,2020,0.08,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT,PT,2018,0.27,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT,PT,2020,0.15,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT,UK,2020,0.03,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT_CUSE,PT,2018,0.31,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT_RBTS,ES,2020,6.73,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT_RBTS,PT,2018,49.26,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT_RBTS,PT,2020,9.16,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_AW,PC_ENT_RBTS,UK,2020,75.51,,
ESTAT:ISOC_EB_P3D(1.0),17/07/25 11:00:00,A,0-9,C10-S951_X_K,E_RBTS_CDR,PC_ENT,ES,2020,0.20,,
